MsgID.LOCAL_VELOCITY,1524016597.5752263,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1524016597.5752263,False,False
MsgID.GLOBAL_HOME,1524016597.5757277,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,1524016597.5757277,-122.3957508,37.7932817,0.1250000
MsgID.LOCAL_VELOCITY,1524016597.5757277,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5757277,0.0051546,0.0610430,-0.1256158
MsgID.LOCAL_VELOCITY,1524016597.5757277,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5757277,-122.3957510,37.7932816,0.1490000
MsgID.LOCAL_VELOCITY,1524016597.5757277,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5757277,-0.0078516,0.0406470,-0.1496250
MsgID.LOCAL_VELOCITY,1524016597.5757277,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5762291,-122.3957501,37.7932805,0.1760000
MsgID.LOCAL_VELOCITY,1524016597.5762291,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5762291,-0.1288716,0.1228310,-0.1767659
MsgID.LOCAL_VELOCITY,1524016597.5762291,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5762291,-122.3957522,37.7932800,0.2040000
MsgID.LOCAL_VELOCITY,1524016597.5762291,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5762291,-0.1800555,-0.0639611,-0.2043242
MsgID.LOCAL_VELOCITY,1524016597.5762291,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1524016597.5767303,False,False
MsgID.GLOBAL_HOME,1524016597.5767303,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,1524016597.5767303,-122.3957525,37.7932808,0.2290000
MsgID.LOCAL_VELOCITY,1524016597.5767303,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5767303,-0.0933909,-0.0923354,-0.2298267
MsgID.LOCAL_VELOCITY,1524016597.5767303,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5772316,-122.3957510,37.7932818,0.2500000
MsgID.LOCAL_VELOCITY,1524016597.5772316,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5772316,0.0138728,0.0347590,-0.2506285
MsgID.LOCAL_VELOCITY,1524016597.5772316,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5772316,-122.3957515,37.7932811,0.2640000
MsgID.LOCAL_VELOCITY,1524016597.5772316,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5772316,-0.0641771,-0.0015729,-0.2645121
MsgID.LOCAL_VELOCITY,1524016597.5772316,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5777330,-122.3957515,37.7932808,0.2690000
MsgID.LOCAL_VELOCITY,1524016597.5777330,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5777330,-0.0971356,-0.0024111,-0.2696575
MsgID.LOCAL_VELOCITY,1524016597.5777330,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1524016597.5777330,False,False
MsgID.GLOBAL_HOME,1524016597.5777330,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,1524016597.5777330,-122.3957505,37.7932820,0.2650000
MsgID.LOCAL_VELOCITY,1524016597.5777330,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5782347,0.0396911,0.0858265,-0.2654045
MsgID.LOCAL_VELOCITY,1524016597.5782347,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.5782347,-122.3957501,37.7932817,0.2520000
MsgID.LOCAL_VELOCITY,1524016597.5782347,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.5782347,0.0092550,0.1231725,-0.2527024
MsgID.LOCAL_VELOCITY,1524016597.5782347,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524016597.6935408,-122.3957522,37.7932817,0.2330000
MsgID.LOCAL_VELOCITY,1524016597.6935408,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524016597.6955466,0.0196026,-0.0290944,-0.2338505
MsgID.LOCAL_VELOCITY,1524016597.6955466,0.0000089,-0.0000060,-0.0045284
MsgID.GLOBAL_POSITION,1524016597.9442074,-122.3957519,37.7932819,0.2140000
MsgID.LOCAL_VELOCITY,1524016597.9442074,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,1524016597.9442074,0.0435906,0.0016910,-0.2148276
MsgID.LOCAL_VELOCITY,1524016597.9442074,0.0006731,0.0018688,-0.0243346
MsgID.STATE,1524016598.1923671,True,True
MsgID.GLOBAL_HOME,1524016598.1928689,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016598.1948738,-122.3957515,37.7932831,0.2090000
MsgID.LOCAL_VELOCITY,1524016598.1948738,0.0000000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,1524016598.1948738,0.1728697,0.0398338,-0.2096354
MsgID.LOCAL_VELOCITY,1524016598.1948738,-0.0006516,0.0035295,-0.0722233
MsgID.GLOBAL_POSITION,1524016598.4450388,-122.3957515,37.7932833,0.4500000
MsgID.LOCAL_VELOCITY,1524016598.4450388,-0.0100000,0.0000000,-2.1100000
MsgID.LOCAL_POSITION,1524016598.4450388,0.1956547,0.0389128,-0.4508135
MsgID.LOCAL_VELOCITY,1524016598.4450388,-0.0172768,-0.0038077,-2.1121557
MsgID.GLOBAL_POSITION,1524016598.6931984,-122.3957515,37.7932825,1.2160000
MsgID.LOCAL_VELOCITY,1524016598.6931984,0.0000000,0.0000000,-3.9000000
MsgID.LOCAL_POSITION,1524016598.6936998,0.1053424,0.0323832,-1.2166080
MsgID.LOCAL_VELOCITY,1524016598.6936998,-0.0068027,0.0000659,-3.9049101
MsgID.GLOBAL_POSITION,1524016598.9438648,-122.3957529,37.7932821,2.2770000
MsgID.LOCAL_VELOCITY,1524016598.9438648,0.0000000,0.0000000,-4.5600000
MsgID.LOCAL_POSITION,1524016598.9438648,0.0695641,-0.0882437,-2.2774303
MsgID.LOCAL_VELOCITY,1524016598.9438648,0.0091001,0.0031463,-4.5620265
MsgID.STATE,1524016599.1925261,True,True
MsgID.GLOBAL_HOME,1524016599.1925261,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016599.1945314,-122.3957514,37.7932817,3.2710000
MsgID.LOCAL_VELOCITY,1524016599.1945314,0.0100000,0.0000000,-2.8200000
MsgID.LOCAL_POSITION,1524016599.1945314,0.0262059,0.0445938,-3.2713695
MsgID.LOCAL_VELOCITY,1524016599.1945314,0.0111385,0.0063420,-2.8273308
MsgID.GLOBAL_POSITION,1524016599.4446964,-122.3957504,37.7932817,3.6480000
MsgID.LOCAL_VELOCITY,1524016599.4446964,0.0100000,0.0000000,-0.2700000
MsgID.LOCAL_POSITION,1524016599.4451978,0.0216593,0.1334109,-3.6482296
MsgID.LOCAL_VELOCITY,1524016599.4451978,0.0104636,0.0059578,-0.2787554
MsgID.GLOBAL_POSITION,1524016599.6938589,-122.3957531,37.7932813,3.4500000
MsgID.LOCAL_VELOCITY,1524016599.6938589,0.0000000,0.0000000,1.4600000
MsgID.LOCAL_POSITION,1524016599.6943600,-0.0220934,-0.1087224,-3.4505343
MsgID.LOCAL_VELOCITY,1524016599.6943600,0.0080851,0.0035280,1.4678819
MsgID.GLOBAL_POSITION,1524016599.9445248,-122.3957515,37.7932806,3.0190000
MsgID.LOCAL_VELOCITY,1524016599.9445248,0.0100000,0.0200000,1.4100000
MsgID.LOCAL_POSITION,1524016599.9450266,-0.0971230,0.0392957,-3.0193882
MsgID.LOCAL_VELOCITY,1524016599.9450266,0.0167621,0.0225547,1.4133282
MsgID.STATE,1524016600.1931860,True,True
MsgID.GLOBAL_HOME,1524016600.1931860,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016600.1951916,-122.3957504,37.7932828,2.9310000
MsgID.LOCAL_VELOCITY,1524016600.1951916,0.2900000,0.2000000,-0.6000000
MsgID.LOCAL_POSITION,1524016600.1956928,0.1400535,0.1348493,-2.9314039
MsgID.LOCAL_VELOCITY,1524016600.1956928,0.2948454,0.2074814,-0.6069235
MsgID.GLOBAL_POSITION,1524016600.4453564,-122.3957500,37.7932835,3.1440000
MsgID.LOCAL_VELOCITY,1524016600.4453564,0.4700000,0.4200000,-0.7200000
MsgID.LOCAL_POSITION,1524016600.4458582,0.2173468,0.1730852,-3.1444750
MsgID.LOCAL_VELOCITY,1524016600.4458582,0.4738255,0.4206895,-0.7229807
MsgID.GLOBAL_POSITION,1524016600.6945188,-122.3957496,37.7932845,3.2570000
MsgID.LOCAL_VELOCITY,1524016600.6945188,0.7500000,0.7600000,-0.0700000
MsgID.LOCAL_POSITION,1524016600.6955223,0.3327531,0.2037257,-3.2579896
MsgID.LOCAL_VELOCITY,1524016600.6955223,0.7557535,0.7618663,-0.0764589
MsgID.GLOBAL_POSITION,1524016600.9441826,-122.3957475,37.7932878,3.3140000
MsgID.LOCAL_VELOCITY,1524016600.9441826,1.3600000,1.5000000,-0.1800000
MsgID.LOCAL_POSITION,1524016600.9446840,0.7006898,0.3903418,-3.3147683
MsgID.LOCAL_VELOCITY,1524016600.9446840,1.3617311,1.5099437,-0.1848038
MsgID.STATE,1524016601.1913397,True,True
MsgID.GLOBAL_HOME,1524016601.1918414,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016601.1938465,-122.3957397,37.7932903,3.4370000
MsgID.LOCAL_VELOCITY,1524016601.1938465,1.8500000,2.2000000,-0.3500000
MsgID.LOCAL_POSITION,1524016601.1943479,0.9740909,1.0803270,-3.4372544
MsgID.LOCAL_VELOCITY,1524016601.1943479,1.8594009,2.2034757,-0.3570757
MsgID.GLOBAL_POSITION,1524016601.4455161,-122.3957325,37.7932951,3.5860000
MsgID.LOCAL_VELOCITY,1524016601.4455161,2.2900000,2.4100000,-0.3100000
MsgID.LOCAL_POSITION,1524016601.4470203,1.5120068,1.7274714,-3.5863912
MsgID.LOCAL_VELOCITY,1524016601.4470203,2.2949736,2.4151549,-0.3195285
MsgID.GLOBAL_POSITION,1524016601.6946783,-122.3957280,37.7933007,3.7110000
MsgID.LOCAL_VELOCITY,1524016601.6946783,2.6300000,2.5000000,-0.2900000
MsgID.LOCAL_POSITION,1524016601.6961820,2.1348798,2.1271324,-3.7116110
MsgID.LOCAL_VELOCITY,1524016601.6961820,2.6357653,2.5066657,-0.2964065
MsgID.GLOBAL_POSITION,1524016601.9438400,-122.3957185,37.7933070,3.8480000
MsgID.LOCAL_VELOCITY,1524016601.9438400,2.9200000,2.8200000,-0.4400000
MsgID.LOCAL_POSITION,1524016601.9443414,2.8330736,2.9682195,-3.8482327
MsgID.LOCAL_VELOCITY,1524016601.9443414,2.9234662,2.8231239,-0.4496124
MsgID.STATE,1524016602.1930034,True,True
MsgID.GLOBAL_HOME,1524016602.1930034,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016602.1950080,-122.3957088,37.7933138,3.9880000
MsgID.LOCAL_VELOCITY,1524016602.1950080,3.0600000,2.9000000,-0.4400000
MsgID.LOCAL_POSITION,1524016602.1960106,3.5881362,3.8327239,-3.9883742
MsgID.LOCAL_VELOCITY,1524016602.1960106,3.0608630,2.9032679,-0.4439342
MsgID.GLOBAL_POSITION,1524016602.4446721,-122.3957028,37.7933207,4.1180000
MsgID.LOCAL_VELOCITY,1524016602.4446721,3.0200000,2.7400000,-0.5000000
MsgID.LOCAL_POSITION,1524016602.4456744,4.3549633,4.3682547,-4.1180515
MsgID.LOCAL_VELOCITY,1524016602.4456744,3.0261123,2.7445736,-0.5069468
MsgID.GLOBAL_POSITION,1524016602.6948373,-122.3956953,37.7933274,4.2520000
MsgID.LOCAL_VELOCITY,1524016602.6948373,2.9400000,2.7700000,-0.5200000
MsgID.LOCAL_POSITION,1524016602.6958394,5.0988951,5.0295963,-4.2520671
MsgID.LOCAL_VELOCITY,1524016602.6958394,2.9441674,2.7708926,-0.5294817
MsgID.GLOBAL_POSITION,1524016602.9455030,-122.3956868,37.7933335,4.3890000
MsgID.LOCAL_VELOCITY,1524016602.9455030,2.8900000,2.8800000,-0.5700000
MsgID.LOCAL_POSITION,1524016602.9470072,5.7730298,5.7832217,-4.3897433
MsgID.LOCAL_VELOCITY,1524016602.9470072,2.8989813,2.8835902,-0.5774566
MsgID.STATE,1524016603.1921594,True,True
MsgID.GLOBAL_HOME,1524016603.1926606,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016603.1941645,-122.3956783,37.7933388,4.5370000
MsgID.LOCAL_VELOCITY,1524016603.1941645,2.8800000,2.8600000,-0.6200000
MsgID.LOCAL_POSITION,1524016603.1951671,6.3712745,6.5426421,-4.5376148
MsgID.LOCAL_VELOCITY,1524016603.1951671,2.8808556,2.8665016,-0.6295172
MsgID.GLOBAL_POSITION,1524016603.4453323,-122.3956698,37.7933460,4.6830000
MsgID.LOCAL_VELOCITY,1524016603.4453323,2.9400000,2.8000000,-0.5400000
MsgID.LOCAL_POSITION,1524016603.4468362,7.1669464,7.2947569,-4.6835847
MsgID.LOCAL_VELOCITY,1524016603.4468362,2.9477766,2.8025405,-0.5413322
MsgID.GLOBAL_POSITION,1524016603.6944954,-122.3956647,37.7933538,4.8250000
MsgID.LOCAL_VELOCITY,1524016603.6944954,2.9100000,2.7400000,-0.5200000
MsgID.LOCAL_POSITION,1524016603.6959987,8.0299196,7.7469759,-4.8252316
MsgID.LOCAL_VELOCITY,1524016603.6959987,2.9169686,2.7427511,-0.5265033
MsgID.GLOBAL_POSITION,1524016603.9441586,-122.3956549,37.7933597,4.9660000
MsgID.LOCAL_VELOCITY,1524016603.9441586,2.7500000,2.8600000,-0.5000000
MsgID.LOCAL_POSITION,1524016603.9456627,8.6909122,8.6305723,-4.9674330
MsgID.LOCAL_VELOCITY,1524016603.9456627,2.7597115,2.8683941,-0.5047899
MsgID.STATE,1524016604.1923175,True,True
MsgID.GLOBAL_HOME,1524016604.1923175,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016604.1943226,-122.3956473,37.7933674,5.1550000
MsgID.LOCAL_VELOCITY,1524016604.1943226,2.7100000,2.4600000,-0.6900000
MsgID.LOCAL_POSITION,1524016604.1948242,9.5404978,9.2974396,-5.1556506
MsgID.LOCAL_VELOCITY,1524016604.1948242,2.7179854,2.4648590,-0.6991697
MsgID.GLOBAL_POSITION,1524016604.4444885,-122.3956443,37.7933722,5.3840000
MsgID.LOCAL_VELOCITY,1524016604.4444885,2.4300000,1.1900000,-0.6800000
MsgID.LOCAL_POSITION,1524016604.4454908,10.0789757,9.5633011,-5.3843703
MsgID.LOCAL_VELOCITY,1524016604.4454908,2.4317229,1.1939192,-0.6898047
MsgID.GLOBAL_POSITION,1524016604.6961575,-122.3956414,37.7933779,5.5920000
MsgID.LOCAL_VELOCITY,1524016604.6961575,2.3800000,-0.1500000,-0.6300000
MsgID.LOCAL_POSITION,1524016604.6976621,10.7120419,9.8264408,-5.5929871
MsgID.LOCAL_VELOCITY,1524016604.6976621,2.3852396,-0.1542970,-0.6301629
MsgID.GLOBAL_POSITION,1524016604.9453197,-122.3956444,37.7933835,5.7960000
MsgID.LOCAL_VELOCITY,1524016604.9453197,2.4400000,-1.4400000,-0.6100000
MsgID.LOCAL_POSITION,1524016604.9468246,11.3374176,9.5554056,-5.7970562
MsgID.LOCAL_VELOCITY,1524016604.9468246,2.4491644,-1.4437423,-0.6090162
MsgID.STATE,1524016605.1929784,True,True
MsgID.GLOBAL_HOME,1524016605.1929784,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016605.1949840,-122.3956498,37.7933872,5.9970000
MsgID.LOCAL_VELOCITY,1524016605.1949840,2.5200000,-2.6200000,-0.6500000
MsgID.LOCAL_POSITION,1524016605.1964896,11.7455368,9.0755892,-5.9983087
MsgID.LOCAL_VELOCITY,1524016605.1964896,2.5277081,-2.6305978,-0.6544540
MsgID.GLOBAL_POSITION,1524016605.4461517,-122.3956574,37.7933937,6.2200000
MsgID.LOCAL_VELOCITY,1524016605.4461517,2.8500000,-3.6600000,-0.6700000
MsgID.LOCAL_POSITION,1524016605.4476557,12.4666386,8.3971624,-6.2209725
MsgID.LOCAL_VELOCITY,1524016605.4476557,2.8594244,-3.6679130,-0.6688789
MsgID.GLOBAL_POSITION,1524016605.6953137,-122.3956705,37.7934020,6.4160000
MsgID.LOCAL_VELOCITY,1524016605.6953137,3.1200000,-4.2900000,-0.6200000
MsgID.LOCAL_POSITION,1524016605.6968179,13.3902702,7.2332377,-6.4164991
MsgID.LOCAL_VELOCITY,1524016605.6968179,3.1207187,-4.2988052,-0.6206707
MsgID.GLOBAL_POSITION,1524016605.9449775,-122.3956828,37.7934094,6.6130000
MsgID.LOCAL_VELOCITY,1524016605.9449775,3.0400000,-4.2000000,-0.6800000
MsgID.LOCAL_POSITION,1524016605.9469831,14.2165012,6.1370101,-6.6137176
MsgID.LOCAL_VELOCITY,1524016605.9469831,3.0494919,-4.2046380,-0.6874503
MsgID.STATE,1524016606.1926360,True,True
MsgID.GLOBAL_HOME,1524016606.1931372,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016606.1946406,-122.3956940,37.7934151,6.8420000
MsgID.LOCAL_VELOCITY,1524016606.1946406,2.8300000,-3.6800000,-0.6600000
MsgID.LOCAL_POSITION,1524016606.1956432,14.8457909,5.1492300,-6.8429675
MsgID.LOCAL_VELOCITY,1524016606.1956432,2.8304772,-3.6867261,-0.6671458
MsgID.GLOBAL_POSITION,1524016606.4448059,-122.3957034,37.7934216,7.0350000
MsgID.LOCAL_VELOCITY,1524016606.4448059,2.7700000,-3.1800000,-0.6400000
MsgID.LOCAL_POSITION,1524016606.4463103,15.5720663,4.3070564,-7.0361867
MsgID.LOCAL_VELOCITY,1524016606.4463103,2.7736444,-3.1865561,-0.6387054
MsgID.GLOBAL_POSITION,1524016606.6964755,-122.3957116,37.7934274,7.2360000
MsgID.LOCAL_VELOCITY,1524016606.6964755,2.7400000,-2.7800000,-0.7300000
MsgID.LOCAL_POSITION,1524016606.6979799,16.2178860,3.5824986,-7.2374849
MsgID.LOCAL_VELOCITY,1524016606.6979799,2.7481158,-2.7861383,-0.7336654
MsgID.GLOBAL_POSITION,1524016606.9456384,-122.3957191,37.7934335,7.4550000
MsgID.LOCAL_VELOCITY,1524016606.9456384,2.7300000,-2.5400000,-0.7000000
MsgID.LOCAL_POSITION,1524016606.9471421,16.8944321,2.9157445,-7.4559808
MsgID.LOCAL_VELOCITY,1524016606.9471421,2.7390912,-2.5412152,-0.7032349
MsgID.STATE,1524016607.1917920,True,True
MsgID.GLOBAL_HOME,1524016607.1922939,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016607.1963046,-122.3957257,37.7934406,7.6550000
MsgID.LOCAL_VELOCITY,1524016607.1963046,2.7600000,-2.4700000,-0.6800000
MsgID.LOCAL_POSITION,1524016607.1983094,17.6765289,2.3302746,-7.6562886
MsgID.LOCAL_VELOCITY,1524016607.1983094,2.7637439,-2.4715676,-0.6865542
MsgID.GLOBAL_POSITION,1524016607.4454665,-122.3957329,37.7934464,7.8750000
MsgID.LOCAL_VELOCITY,1524016607.4454665,2.7300000,-2.5500000,-0.6200000
MsgID.LOCAL_POSITION,1524016607.4474723,18.3202209,1.6881903,-7.8766103
MsgID.LOCAL_VELOCITY,1524016607.4474723,2.7394323,-2.5520711,-0.6244360
MsgID.GLOBAL_POSITION,1524016607.6966341,-122.3957399,37.7934509,8.0570000
MsgID.LOCAL_VELOCITY,1524016607.6966341,2.7700000,-2.5900000,-0.4600000
MsgID.LOCAL_POSITION,1524016607.6981385,18.8226624,1.0641634,-8.0573349
MsgID.LOCAL_VELOCITY,1524016607.6981385,2.7743170,-2.5948045,-0.4640741
MsgID.GLOBAL_POSITION,1524016607.9462986,-122.3957453,37.7934584,8.0770000
MsgID.LOCAL_VELOCITY,1524016607.9462986,2.9200000,-2.3000000,0.3000000
MsgID.LOCAL_POSITION,1524016607.9478025,19.6613693,0.5855469,-8.0769529
MsgID.LOCAL_VELOCITY,1524016607.9478025,2.9259551,-2.3018453,0.3046193
MsgID.STATE,1524016608.1924515,True,True
MsgID.GLOBAL_HOME,1524016608.1929531,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016608.1944571,-122.3957521,37.7934648,8.0170000
MsgID.LOCAL_VELOCITY,1524016608.1944571,3.3800000,-1.2900000,0.1200000
MsgID.LOCAL_POSITION,1524016608.1964622,20.3631210,-0.0180841,-8.0172405
MsgID.LOCAL_VELOCITY,1524016608.1964622,3.3831527,-1.2916250,0.1243530
MsgID.GLOBAL_POSITION,1524016608.4461260,-122.3957547,37.7934720,8.0180000
MsgID.LOCAL_VELOCITY,1524016608.4461260,3.6700000,-0.0300000,-0.0700000
MsgID.LOCAL_POSITION,1524016608.4471290,21.1746254,-0.2488242,-8.0181541
MsgID.LOCAL_VELOCITY,1524016608.4471290,3.6799176,-0.0307251,-0.0756323
MsgID.GLOBAL_POSITION,1524016608.6962917,-122.3957531,37.7934815,8.0340000
MsgID.LOCAL_VELOCITY,1524016608.6962917,3.7300000,1.1500000,-0.0300000
MsgID.LOCAL_POSITION,1524016608.6977956,22.2210941,-0.1064355,-8.0340719
MsgID.LOCAL_VELOCITY,1524016608.6977956,3.7311654,1.1615490,-0.0356754
MsgID.GLOBAL_POSITION,1524016608.9454544,-122.3957479,37.7934901,8.0240000
MsgID.LOCAL_VELOCITY,1524016608.9454544,3.4900000,2.3000000,0.0000000
MsgID.LOCAL_POSITION,1524016608.9469585,23.1813011,0.3587079,-8.0245562
MsgID.LOCAL_VELOCITY,1524016608.9469585,3.4942489,2.3071582,-0.0048686
MsgID.STATE,1524016609.1926110,True,True
MsgID.GLOBAL_HOME,1524016609.1931126,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016609.1966217,-122.3957409,37.7934983,8.0180000
MsgID.LOCAL_VELOCITY,1524016609.1966217,2.9500000,3.3600000,-0.1000000
MsgID.LOCAL_POSITION,1524016609.1986275,24.0939560,0.9750463,-8.0181074
MsgID.LOCAL_VELOCITY,1524016609.1986275,2.9515872,3.3648274,-0.1070414
MsgID.GLOBAL_POSITION,1524016609.4457841,-122.3957308,37.7935028,8.0190000
MsgID.LOCAL_VELOCITY,1524016609.4457841,2.1900000,4.1400000,-0.1100000
MsgID.LOCAL_POSITION,1524016609.4477901,24.5943489,1.8741752,-8.0193758
MsgID.LOCAL_VELOCITY,1524016609.4477901,2.1892796,4.1450963,-0.1148846
MsgID.GLOBAL_POSITION,1524016609.6954482,-122.3957171,37.7935069,8.0080000
MsgID.LOCAL_VELOCITY,1524016609.6954482,1.4400000,4.6300000,-0.1000000
MsgID.LOCAL_POSITION,1524016609.6969523,25.0458832,3.0928924,-8.0086660
MsgID.LOCAL_VELOCITY,1524016609.6969523,1.4497840,4.6392512,-0.1079214
MsgID.GLOBAL_POSITION,1524016609.9471173,-122.3957044,37.7935094,8.0040000
MsgID.LOCAL_VELOCITY,1524016609.9471173,0.6300000,4.6800000,-0.1400000
MsgID.LOCAL_POSITION,1524016609.9486210,25.3271942,4.2293530,-8.0041265
MsgID.LOCAL_VELOCITY,1524016609.9486210,0.6338155,4.6889520,-0.1431910
MsgID.STATE,1524016610.1922688,True,True
MsgID.GLOBAL_HOME,1524016610.1927702,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016610.1967804,-122.3956917,37.7935098,8.0010000
MsgID.LOCAL_VELOCITY,1524016610.1967804,-0.3000000,4.4100000,-0.2100000
MsgID.LOCAL_POSITION,1524016610.1977832,25.3696079,5.3597088,-8.0018730
MsgID.LOCAL_VELOCITY,1524016610.1977832,-0.3046035,4.4184012,-0.2185351
MsgID.GLOBAL_POSITION,1524016610.4464443,-122.3956809,37.7935072,8.0300000
MsgID.LOCAL_VELOCITY,1524016610.4464443,-1.1200000,4.1400000,-0.1200000
MsgID.LOCAL_POSITION,1524016610.4474471,25.0796318,6.3106914,-8.0307312
MsgID.LOCAL_VELOCITY,1524016610.4474471,-1.1270878,4.1434169,-0.1221863
MsgID.GLOBAL_POSITION,1524016610.6961079,-122.3956683,37.7935034,8.0220000
MsgID.LOCAL_VELOCITY,1524016610.6961079,-1.8200000,3.8000000,-0.0100000
MsgID.LOCAL_POSITION,1524016610.6981134,24.6541977,7.4304919,-8.0229149
MsgID.LOCAL_VELOCITY,1524016610.6981134,-1.8296238,3.8029788,-0.0136966
MsgID.GLOBAL_POSITION,1524016610.9472759,-122.3956581,37.7935000,8.0330000
MsgID.LOCAL_VELOCITY,1524016610.9472759,-2.4700000,3.2500000,0.0300000
MsgID.LOCAL_POSITION,1524016610.9487798,24.2811909,8.3406210,-8.0330791
MsgID.LOCAL_VELOCITY,1524016610.9487798,-2.4783854,3.2599516,0.0356705
MsgID.STATE,1524016611.1919260,True,True
MsgID.GLOBAL_HOME,1524016611.1939318,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524016611.1959369,-122.3956497,37.7934939,8.0460000
MsgID.LOCAL_VELOCITY,1524016611.1959369,-3.1900000,2.5700000,0.0700000
